0 1 1 0.00000000000000000000 3961.83333333333348491578 8 0 
1 2 0 0.22439947525641379400 3480.00000000000000000000 0 1 
2 1 0 0.44879895051282758800 3961.83333333333348491578 9 1 
3 2 0 0.67319842576924138200 3480.00000000000000000000 1 2 
4 1 0 0.89759790102565517600 3961.83333333333348491578 10 2 
5 2 0 1.12199737628206897000 3480.00000000000000000000 2 3 
6 1 0 1.34639685153848276400 3961.83333333333348491578 11 3 
7 2 0 1.57079632679489655800 3480.00000000000000000000 3 4 
8 1 0 1.79519580205131035200 3961.83333333333348491578 12 4 
9 2 0 2.01959527730772414600 3480.00000000000000000000 4 5 
10 1 0 2.24399475256413794000 3961.83333333333348491578 13 5 
11 2 0 2.46839422782055173400 3480.00000000000000000000 5 6 
12 1 0 2.69279370307696552800 3961.83333333333348491578 14 6 
13 2 0 2.91719317833337932200 3480.00000000000000000000 6 7 
14 1 1 3.14159265358979311600 3961.83333333333348491578 15 7 
15 1 1 0.00000000000000000000 4925.50000000000000000000 16 8 
16 2 0 0.22439947525641379400 4443.66666666666696983157 8 9 
17 1 0 0.44879895051282758800 4925.50000000000000000000 17 9 
18 2 0 0.67319842576924138200 4443.66666666666696983157 9 10 
19 1 0 0.89759790102565517600 4925.50000000000000000000 18 10 
20 2 0 1.12199737628206897000 4443.66666666666696983157 10 11 
21 1 0 1.34639685153848276400 4925.50000000000000000000 19 11 
22 2 0 1.57079632679489655800 4443.66666666666696983157 11 12 
23 1 0 1.79519580205131035200 4925.50000000000000000000 20 12 
24 2 0 2.01959527730772414600 4443.66666666666696983157 12 13 
25 1 0 2.24399475256413794000 4925.50000000000000000000 21 13 
26 2 0 2.46839422782055173400 4443.66666666666696983157 13 14 
27 1 0 2.69279370307696552800 4925.50000000000000000000 22 14 
28 2 0 2.91719317833337932200 4443.66666666666696983157 14 15 
29 1 1 3.14159265358979311600 4925.50000000000000000000 23 15 
30 1 1 0.00000000000000000000 5889.16666666666606033687 24 16 
31 2 0 0.22439947525641379400 5407.33333333333303016843 16 17 
32 1 0 0.44879895051282758800 5889.16666666666606033687 25 17 
33 2 0 0.67319842576924138200 5407.33333333333303016843 17 18 
34 1 0 0.89759790102565517600 5889.16666666666606033687 26 18 
35 2 0 1.12199737628206897000 5407.33333333333303016843 18 19 
36 1 0 1.34639685153848276400 5889.16666666666606033687 27 19 
37 2 0 1.57079632679489655800 5407.33333333333303016843 19 20 
38 1 0 1.79519580205131035200 5889.16666666666606033687 28 20 
39 2 0 2.01959527730772414600 5407.33333333333303016843 20 21 
40 1 0 2.24399475256413794000 5889.16666666666606033687 29 21 
41 2 0 2.46839422782055173400 5407.33333333333303016843 21 22 
42 1 0 2.69279370307696552800 5889.16666666666606033687 30 22 
43 2 0 2.91719317833337932200 5407.33333333333303016843 22 23 
44 1 1 3.14159265358979311600 5889.16666666666606033687 31 23 
45 2 0 0.22439947525641379400 6371.00000000000000000000 24 25 
46 2 0 0.67319842576924138200 6371.00000000000000000000 25 26 
47 2 0 1.12199737628206897000 6371.00000000000000000000 26 27 
48 2 0 1.57079632679489655800 6371.00000000000000000000 27 28 
49 2 0 2.01959527730772414600 6371.00000000000000000000 28 29 
50 2 0 2.46839422782055173400 6371.00000000000000000000 29 30 
51 2 0 2.91719317833337932200 6371.00000000000000000000 30 31 
