0 1 0.00000000000000000000 3480.00000000000000000000 1 0 1 0 
1 0 0.44879895051282758800 3480.00000000000000000000 1 2 3 2 
2 0 0.89759790102565517600 3480.00000000000000000000 3 4 5 4 
3 0 1.34639685153848276400 3480.00000000000000000000 5 6 7 6 
4 0 1.79519580205131035200 3480.00000000000000000000 7 8 9 8 
5 0 2.24399475256413794000 3480.00000000000000000000 9 10 11 10 
6 0 2.69279370307696552800 3480.00000000000000000000 11 12 13 12 
7 1 3.14159265358979311600 3480.00000000000000000000 13 14 13 14 
8 1 0.00000000000000000000 4443.66666666666696983157 16 15 16 0 
9 0 0.44879895051282758800 4443.66666666666696983157 16 17 18 2 
10 0 0.89759790102565517600 4443.66666666666696983157 18 19 20 4 
11 0 1.34639685153848276400 4443.66666666666696983157 20 21 22 6 
12 0 1.79519580205131035200 4443.66666666666696983157 22 23 24 8 
13 0 2.24399475256413794000 4443.66666666666696983157 24 25 26 10 
14 0 2.69279370307696552800 4443.66666666666696983157 26 27 28 12 
15 1 3.14159265358979311600 4443.66666666666696983157 28 29 28 14 
16 1 0.00000000000000000000 5407.33333333333303016843 31 30 31 15 
17 0 0.44879895051282758800 5407.33333333333303016843 31 32 33 17 
18 0 0.89759790102565517600 5407.33333333333303016843 33 34 35 19 
19 0 1.34639685153848276400 5407.33333333333303016843 35 36 37 21 
20 0 1.79519580205131035200 5407.33333333333303016843 37 38 39 23 
21 0 2.24399475256413794000 5407.33333333333303016843 39 40 41 25 
22 0 2.69279370307696552800 5407.33333333333303016843 41 42 43 27 
23 1 3.14159265358979311600 5407.33333333333303016843 43 44 43 29 
24 1 0.00000000000000000000 6371.00000000000000000000 45 30 45 30 
25 0 0.44879895051282758800 6371.00000000000000000000 45 32 46 32 
26 0 0.89759790102565517600 6371.00000000000000000000 46 34 47 34 
27 0 1.34639685153848276400 6371.00000000000000000000 47 36 48 36 
28 0 1.79519580205131035200 6371.00000000000000000000 48 38 49 38 
29 0 2.24399475256413794000 6371.00000000000000000000 49 40 50 40 
30 0 2.69279370307696552800 6371.00000000000000000000 50 42 51 42 
31 1 3.14159265358979311600 6371.00000000000000000000 51 44 51 44 
