0 1 0.00000000000000000000 3480.00000000000000000000 1 0 1 0 
1 0 0.39269908169872413950 3480.00000000000000000000 1 2 3 2 
2 0 0.78539816339744827900 3480.00000000000000000000 3 4 5 4 
3 0 1.17809724509617241850 3480.00000000000000000000 5 6 7 6 
4 0 1.57079632679489655800 3480.00000000000000000000 7 8 9 8 
5 0 1.96349540849362069750 3480.00000000000000000000 9 10 11 10 
6 0 2.35619449019234483700 3480.00000000000000000000 11 12 13 12 
7 0 2.74889357189106897650 3480.00000000000000000000 13 14 15 14 
8 1 3.14159265358979311600 3480.00000000000000000000 15 16 15 16 
9 1 0.00000000000000000000 4443.66666666666696983157 18 17 18 0 
10 0 0.39269908169872413950 4443.66666666666696983157 18 19 20 2 
11 0 0.78539816339744827900 4443.66666666666696983157 20 21 22 4 
12 0 1.17809724509617241850 4443.66666666666696983157 22 23 24 6 
13 0 1.57079632679489655800 4443.66666666666696983157 24 25 26 8 
14 0 1.96349540849362069750 4443.66666666666696983157 26 27 28 10 
15 0 2.35619449019234483700 4443.66666666666696983157 28 29 30 12 
16 0 2.74889357189106897650 4443.66666666666696983157 30 31 32 14 
17 1 3.14159265358979311600 4443.66666666666696983157 32 33 32 16 
18 1 0.00000000000000000000 5407.33333333333303016843 35 34 35 17 
19 0 0.39269908169872413950 5407.33333333333303016843 35 36 37 19 
20 0 0.78539816339744827900 5407.33333333333303016843 37 38 39 21 
21 0 1.17809724509617241850 5407.33333333333303016843 39 40 41 23 
22 0 1.57079632679489655800 5407.33333333333303016843 41 42 43 25 
23 0 1.96349540849362069750 5407.33333333333303016843 43 44 45 27 
24 0 2.35619449019234483700 5407.33333333333303016843 45 46 47 29 
25 0 2.74889357189106897650 5407.33333333333303016843 47 48 49 31 
26 1 3.14159265358979311600 5407.33333333333303016843 49 50 49 33 
27 1 0.00000000000000000000 6371.00000000000000000000 51 34 51 34 
28 0 0.39269908169872413950 6371.00000000000000000000 51 36 52 36 
29 0 0.78539816339744827900 6371.00000000000000000000 52 38 53 38 
30 0 1.17809724509617241850 6371.00000000000000000000 53 40 54 40 
31 0 1.57079632679489655800 6371.00000000000000000000 54 42 55 42 
32 0 1.96349540849362069750 6371.00000000000000000000 55 44 56 44 
33 0 2.35619449019234483700 6371.00000000000000000000 56 46 57 46 
34 0 2.74889357189106897650 6371.00000000000000000000 57 48 58 48 
35 1 3.14159265358979311600 6371.00000000000000000000 58 50 58 50 
