0 1 0.00000000000000000000 3480.00000000000000000000 1 0 1 0 
1 0 0.31415926535897931160 3480.00000000000000000000 1 2 3 2 
2 0 0.62831853071795862320 3480.00000000000000000000 3 4 5 4 
3 0 0.94247779607693793480 3480.00000000000000000000 5 6 7 6 
4 0 1.25663706143591724640 3480.00000000000000000000 7 8 9 8 
5 0 1.57079632679489655800 3480.00000000000000000000 9 10 11 10 
6 0 1.88495559215387586960 3480.00000000000000000000 11 12 13 12 
7 0 2.19911485751285518120 3480.00000000000000000000 13 14 15 14 
8 0 2.51327412287183449280 3480.00000000000000000000 15 16 17 16 
9 0 2.82743338823081380440 3480.00000000000000000000 17 18 19 18 
10 1 3.14159265358979311600 3480.00000000000000000000 19 20 19 20 
11 1 0.00000000000000000000 4202.75000000000000000000 22 21 22 0 
12 0 0.31415926535897931160 4202.75000000000000000000 22 23 24 2 
13 0 0.62831853071795862320 4202.75000000000000000000 24 25 26 4 
14 0 0.94247779607693793480 4202.75000000000000000000 26 27 28 6 
15 0 1.25663706143591724640 4202.75000000000000000000 28 29 30 8 
16 0 1.57079632679489655800 4202.75000000000000000000 30 31 32 10 
17 0 1.88495559215387586960 4202.75000000000000000000 32 33 34 12 
18 0 2.19911485751285518120 4202.75000000000000000000 34 35 36 14 
19 0 2.51327412287183449280 4202.75000000000000000000 36 37 38 16 
20 0 2.82743338823081380440 4202.75000000000000000000 38 39 40 18 
21 1 3.14159265358979311600 4202.75000000000000000000 40 41 40 20 
22 1 0.00000000000000000000 4925.50000000000000000000 43 42 43 21 
23 0 0.31415926535897931160 4925.50000000000000000000 43 44 45 23 
24 0 0.62831853071795862320 4925.50000000000000000000 45 46 47 25 
25 0 0.94247779607693793480 4925.50000000000000000000 47 48 49 27 
26 0 1.25663706143591724640 4925.50000000000000000000 49 50 51 29 
27 0 1.57079632679489655800 4925.50000000000000000000 51 52 53 31 
28 0 1.88495559215387586960 4925.50000000000000000000 53 54 55 33 
29 0 2.19911485751285518120 4925.50000000000000000000 55 56 57 35 
30 0 2.51327412287183449280 4925.50000000000000000000 57 58 59 37 
31 0 2.82743338823081380440 4925.50000000000000000000 59 60 61 39 
32 1 3.14159265358979311600 4925.50000000000000000000 61 62 61 41 
33 1 0.00000000000000000000 5648.25000000000000000000 64 63 64 42 
34 0 0.31415926535897931160 5648.25000000000000000000 64 65 66 44 
35 0 0.62831853071795862320 5648.25000000000000000000 66 67 68 46 
36 0 0.94247779607693793480 5648.25000000000000000000 68 69 70 48 
37 0 1.25663706143591724640 5648.25000000000000000000 70 71 72 50 
38 0 1.57079632679489655800 5648.25000000000000000000 72 73 74 52 
39 0 1.88495559215387586960 5648.25000000000000000000 74 75 76 54 
40 0 2.19911485751285518120 5648.25000000000000000000 76 77 78 56 
41 0 2.51327412287183449280 5648.25000000000000000000 78 79 80 58 
42 0 2.82743338823081380440 5648.25000000000000000000 80 81 82 60 
43 1 3.14159265358979311600 5648.25000000000000000000 82 83 82 62 
44 1 0.00000000000000000000 6371.00000000000000000000 84 63 84 63 
45 0 0.31415926535897931160 6371.00000000000000000000 84 65 85 65 
46 0 0.62831853071795862320 6371.00000000000000000000 85 67 86 67 
47 0 0.94247779607693793480 6371.00000000000000000000 86 69 87 69 
48 0 1.25663706143591724640 6371.00000000000000000000 87 71 88 71 
49 0 1.57079632679489655800 6371.00000000000000000000 88 73 89 73 
50 0 1.88495559215387586960 6371.00000000000000000000 89 75 90 75 
51 0 2.19911485751285518120 6371.00000000000000000000 90 77 91 77 
52 0 2.51327412287183449280 6371.00000000000000000000 91 79 92 79 
53 0 2.82743338823081380440 6371.00000000000000000000 92 81 93 81 
54 1 3.14159265358979311600 6371.00000000000000000000 93 83 93 83 
